Czas[s]	Masa[g]
29.062	0.050
29.153	0.050
29.230	0.050
29.329	0.050
29.412	0.050
29.512	0.050
29.597	0.050
29.696	0.050
29.780	0.050
29.863	0.050
29.963	0.050
30.048	0.050
30.152	0.050
30.231	0.050
30.315	0.050
30.402	0.050
30.496	0.050
30.586	0.050
30.679	0.050
30.765	0.050
30.864	0.050
30.947	0.050
31.032	0.050
31.131	0.050
31.215	0.050
31.313	0.050
31.398	0.050
31.504	0.050
31.572	0.050
31.664	0.050
31.764	0.050
31.848	0.050
31.932	0.050
32.031	0.050
32.118	0.050
32.214	0.050
32.305	0.050
32.383	0.050
32.483	0.050
32.566	0.050
32.666	0.050
32.750	0.050
32.848	0.050
32.933	0.050
33.016	0.050
33.134	0.050
33.200	0.050
33.284	0.050
33.380	0.050
33.468	0.050
33.573	0.050
33.651	0.050
33.733	0.050
33.833	0.050
33.917	0.050
34.012	0.050
34.101	0.050
34.185	0.050
34.290	0.050
34.369	0.050
34.474	0.050
34.552	0.050
34.635	0.050
34.741	0.050
34.818	0.050
34.924	0.050
35.003	0.050
35.085	0.050
35.185	0.050
35.270	0.050
35.375	0.050
35.455	0.050
35.535	0.050
35.642	0.050
35.718	0.050
35.819	0.050
35.903	0.050
35.986	0.050
36.134	0.050
36.176	0.050
36.275	0.050
36.352	0.050
36.436	0.050
36.536	0.050
36.620	0.050
36.726	0.050
36.809	0.050
36.888	0.050
36.993	0.050
37.070	0.050
37.176	0.050
37.254	0.050
37.337	0.050
37.437	0.050
37.521	0.050
37.621	0.050
37.704	0.050
37.788	0.050
37.889	0.050
37.972	0.050
38.071	0.050
38.155	0.050
38.238	0.050
38.328	0.050
38.422	0.050
38.521	0.050
38.612	0.050
38.690	0.050
38.788	0.050
38.874	0.050
38.972	0.050
39.056	0.050
39.153	0.050
39.240	0.050
39.323	0.050
39.422	0.050
39.506	0.050
39.589	0.050
39.689	0.050
39.773	0.050
39.879	0.050
39.958	0.050
40.040	0.050
40.139	0.050
40.223	0.050
40.329	0.050
40.407	0.050
40.492	0.050
40.596	0.050
40.675	0.050
40.774	0.050
40.858	0.050
40.948	0.050
41.032	0.050
41.124	0.050
41.223	0.050
41.308	0.050
41.392	0.050
41.490	0.050
41.575	0.050
41.675	0.050
41.759	0.050
41.842	0.050
41.942	0.050
42.026	0.050
42.143	0.050
42.208	0.050
42.293	0.050
42.392	0.050
42.477	0.050
42.575	0.050
42.661	0.050
42.743	0.050
42.849	0.050
42.926	0.050
43.026	0.050
43.110	0.050
43.193	0.050
43.299	0.050
43.377	0.050
43.476	0.050
43.561	0.050
43.644	0.050
43.743	0.050
43.827	0.050
43.926	0.050
44.006	0.050
44.094	0.050
44.194	0.050
44.276	0.050
44.368	0.050
44.457	0.050
44.545	0.050
44.644	0.050
44.728	0.050
44.820	0.050
44.912	0.050
44.996	0.050
45.143	0.050
45.185	0.050
45.277	0.050
45.363	0.050
45.444	0.050
45.545	0.050
45.629	0.050
45.713	0.050
45.812	0.050
45.896	0.050
45.996	0.050
46.079	0.050
46.179	0.050
46.263	0.050
46.347	0.050
46.446	0.050
46.530	0.050
46.636	0.050
46.713	0.050
46.797	0.050
46.896	0.050
46.981	0.050
47.064	0.050
47.163	0.050
47.248	0.050
47.348	0.050
47.431	0.050
47.529	0.050
47.613	0.050
47.696	0.050
47.798	0.050
47.876	0.050
47.965	0.050
48.064	0.050
48.154	0.050
48.247	0.050
48.332	0.050
48.415	0.050
48.505	0.050
48.599	0.050
48.697	0.050
48.782	0.050
48.866	0.050
48.972	0.050
49.049	0.050
49.149	0.050
49.233	0.050
49.316	0.050
49.416	0.050
49.500	0.050
49.599	0.050
49.683	0.050
49.766	0.050
49.866	0.050
49.950	0.050
50.056	0.050
50.134	0.050
50.217	0.050
50.316	0.050
50.399	0.050
50.499	0.050
50.584	0.050
50.668	0.050
50.762	0.050
50.860	0.050
50.951	0.050
51.035	0.050
51.171	0.050
51.208	0.050
51.302	0.050
51.401	0.050
51.484	0.050
51.568	0.050
51.668	0.050
51.752	0.050
51.851	0.050
51.935	0.050
52.019	0.050
52.118	0.050
52.209	0.050
52.302	0.050
52.388	0.050
52.474	0.050
52.570	0.050
52.655	0.050
52.750	0.050
52.836	0.050
52.920	0.050
53.019	0.050
53.103	0.050
53.209	0.050
53.288	0.050
53.370	0.050
53.471	0.050
53.554	0.050
53.652	0.050
53.737	0.050
53.820	0.050
53.920	0.050
54.004	0.050
54.103	0.050
54.203	0.050
54.272	0.050
54.371	0.050
54.455	0.050
54.556	0.050
54.640	0.050
54.729	0.050
54.821	0.050
54.905	0.050
55.005	0.050
55.088	0.050
55.173	0.050
55.272	0.050
55.355	0.050
55.455	0.050
55.543	0.050
55.622	0.050
55.722	0.050
55.805	0.050
55.903	0.050
55.990	0.050
56.073	0.050
56.179	0.050
56.256	0.050
56.362	0.050
56.441	0.050
56.522	0.050
56.622	0.050
56.707	0.050
56.802	0.050
56.891	0.050
56.974	0.050
57.073	0.050
57.191	0.050
57.258	0.050
57.342	0.050
57.424	0.050
57.522	0.050
57.608	0.050
57.698	0.050
57.791	0.050
57.879	0.050
57.975	0.050
58.059	0.050
58.144	0.050
58.241	0.050
58.326	0.050
58.431	0.050
58.509	0.050
58.594	0.050
58.693	0.050
58.776	0.050
58.876	0.050
58.959	0.050
59.058	0.050
59.144	0.050
59.227	0.050
59.319	0.050
59.410	0.050
59.496	0.050
59.592	0.050
59.676	0.050
59.782	0.050
59.863	0.050
59.959	0.050
60.043	0.050
60.171	0.050
60.216	0.050
60.309	0.050
60.408	0.050
60.493	0.050
60.576	0.050
60.678	0.050
60.757	0.050
60.848	0.050
60.950	0.050
61.029	0.050
61.126	0.050
61.212	0.050
61.295	0.050
61.393	0.050
61.476	0.050
61.578	0.050
61.662	0.050
61.761	0.050
61.845	0.050
61.929	0.050
62.034	0.050
62.112	0.050
62.196	0.050
62.295	0.050
62.379	0.050
62.479	0.050
62.563	0.050
62.646	0.050
62.746	0.050
62.829	0.050
62.930	0.050
63.013	0.050
63.097	0.050
63.186	0.050
63.285	0.050
63.379	0.050
63.468	0.050
63.547	0.050
63.646	0.050
63.730	0.050
63.831	0.050
63.914	0.050
64.013	0.050
64.099	0.050
64.180	0.050
64.280	0.050
64.364	0.050
64.448	0.050
64.542	0.050
64.632	0.050
64.732	0.050
64.815	0.050
64.898	0.050
64.997	0.050
65.082	0.050
65.168	0.050
65.267	0.050
65.349	0.050
65.451	0.050
65.533	0.050
65.632	0.050
65.717	0.050
65.799	0.050
65.899	0.050
65.989	0.050
66.083	0.050
66.221	0.050
66.253	0.050
66.351	0.050
66.433	0.050
66.533	0.050
66.619	0.050
66.714	0.050
66.800	0.050
66.884	0.050
66.981	0.050
67.067	0.050
67.151	0.050
67.251	0.050
67.334	0.050
67.433	0.050
67.517	0.050
67.610	0.050
67.700	0.050
