Czas[s]	Masa[g]
.3f	89.000
.3f	44.000
.3f	50.000
.3f	88.000
.3f	36.000
.3f	91.000
.3f	58.000
.3f	91.000
.3f	81.000
.3f	48.000
.3f	49.000
.3f	5.000
.3f	97.000
.3f	86.000
.3f	65.000
.3f	23.000
.3f	49.000
.3f	36.000
.3f	48.000
.3f	23.000
.3f	99.000
.3f	70.000
.3f	53.000
.3f	97.000
.3f	7.000
.3f	37.000
.3f	11.000
.3f	21.000
.3f	3.000
.3f	42.000
.3f	70.000
.3f	91.000
.3f	3.000
.3f	56.000
.3f	13.000
.3f	42.000
.3f	16.000
.3f	37.000
.3f	34.000
.3f	27.000
.3f	81.000
.3f	68.000
.3f	43.000
.3f	51.000
.3f	75.000
.3f	6.000
.3f	48.000
.3f	48.000
.3f	22.000
.3f	59.000
.3f	45.000
.3f	23.000
.3f	82.000
.3f	29.000
.3f	58.000
.3f	17.000
.3f	79.000
.3f	74.000
.3f	34.000
.3f	46.000
.3f	25.000
.3f	51.000
.3f	53.000
.3f	80.000
.3f	2.000
.3f	43.000
.3f	97.000
.3f	15.000
.3f	3.000
.3f	50.000
.3f	20.000
.3f	91.000
.3f	70.000
.3f	54.000
.3f	72.000
.3f	26.000
.3f	47.000
.3f	76.000
.3f	34.000
.3f	96.000
.3f	58.000
.3f	53.000
.3f	44.000
.3f	67.000
.3f	84.000
.3f	21.000
.3f	16.000
.3f	54.000
.3f	30.000
.3f	34.000
.3f	14.000
.3f	9.000
.3f	3.000
.3f	27.000
.3f	40.000
.3f	97.000
.3f	79.000
.3f	95.000
.3f	63.000
.3f	61.000
.3f	54.000
.3f	71.000
.3f	87.000
.3f	14.000
.3f	61.000
.3f	89.000
.3f	29.000
.3f	50.000
.3f	10.000
.3f	63.000
.3f	62.000
.3f	64.000
.3f	20.000
.3f	74.000
.3f	60.000
.3f	17.000
.3f	29.000
.3f	29.000
.3f	61.000
.3f	33.000
.3f	81.000
.3f	16.000
.3f	86.000
.3f	51.000
.3f	58.000
.3f	26.000
.3f	38.000
.3f	73.000
.3f	26.000
.3f	49.000
.3f	83.000
.3f	58.000
.3f	44.000
.3f	10.000
.3f	28.000
.3f	15.000
.3f	42.000
.3f	61.000
.3f	58.000
.3f	62.000
.3f	77.000
.3f	64.000
.3f	34.000
.3f	13.000
.3f	46.000
.3f	33.000
.3f	10.000
.3f	41.000
.3f	41.000
.3f	72.000
.3f	28.000
.3f	99.000
.3f	95.000
.3f	81.000
.3f	68.000
.3f	73.000
.3f	45.000
.3f	25.000
.3f	43.000
.3f	34.000
.3f	79.000
.3f	76.000
.3f	67.000
.3f	89.000
.3f	95.000
.3f	72.000
.3f	72.000
.3f	54.000
.3f	47.000
.3f	77.000
.3f	36.000
.3f	17.000
.3f	82.000
.3f	93.000
.3f	94.000
.3f	41.000
.3f	34.000
.3f	54.000
.3f	56.000
.3f	55.000
.3f	15.000
.3f	71.000
.3f	57.000
.3f	50.000
.3f	20.000
.3f	83.000
.3f	50.000
.3f	22.000
.3f	11.000
.3f	62.000
.3f	60.000
.3f	90.000
.3f	53.000
.3f	60.000
.3f	19.000
.3f	95.000
.3f	75.000
.3f	38.000
.3f	61.000
.3f	63.000
.3f	92.000
.3f	36.000
.3f	50.000
.3f	84.000
.3f	61.000
.3f	76.000
.3f	36.000
.3f	41.000
.3f	84.000
.3f	61.000
.3f	46.000
.3f	88.000
.3f	26.000
.3f	16.000
.3f	12.000
.3f	5.000
.3f	94.000
.3f	19.000
.3f	18.000
.3f	39.000
.3f	89.000
.3f	39.000
.3f	39.000
.3f	44.000
.3f	45.000
.3f	25.000
.3f	87.000
.3f	98.000
.3f	27.000
.3f	31.000
.3f	94.000
.3f	46.000
.3f	88.000
.3f	28.000
.3f	36.000
.3f	10.000
.3f	61.000
.3f	1.000
.3f	51.000
.3f	22.000
.3f	11.000
.3f	38.000
.3f	20.000
.3f	21.000
.3f	7.000
.3f	2.000
.3f	66.000
.3f	37.000
.3f	87.000
.3f	66.000
.3f	92.000
.3f	41.000
.3f	50.000
.3f	38.000
.3f	92.000
.3f	95.000
.3f	8.000
.3f	94.000
.3f	28.000
.3f	20.000
.3f	95.000
.3f	40.000
.3f	55.000
.3f	66.000
.3f	33.000
.3f	47.000
.3f	66.000
.3f	65.000
.3f	78.000
.3f	55.000
.3f	38.000
.3f	79.000
.3f	3.000
.3f	84.000
.3f	57.000
.3f	91.000
.3f	62.000
.3f	51.000
