Czas	Masa[g]
2026-01-12 21:19:53.456178	50.000
2026-01-12 21:19:53.517124	52.000
2026-01-12 21:19:53.586796	57.000
2026-01-12 21:19:53.650659	29.000
2026-01-12 21:19:53.712086	12.000
2026-01-12 21:19:53.777150	93.000
2026-01-12 21:19:53.833489	64.000
2026-01-12 21:19:53.895699	65.000
2026-01-12 21:19:53.957952	76.000
2026-01-12 21:19:54.020489	37.000
2026-01-12 21:19:54.081235	47.000
2026-01-12 21:19:54.143638	61.000
2026-01-12 21:19:54.205547	65.000
2026-01-12 21:19:54.269085	30.000
2026-01-12 21:19:54.331294	56.000
2026-01-12 21:19:54.393941	59.000
2026-01-12 21:19:54.455576	65.000
2026-01-12 21:19:54.517760	94.000
2026-01-12 21:19:54.580394	62.000
2026-01-12 21:19:54.642021	80.000
2026-01-12 21:19:54.704071	56.000
2026-01-12 21:19:54.778129	27.000
2026-01-12 21:19:54.839356	38.000
2026-01-12 21:19:54.899907	47.000
2026-01-12 21:19:54.963787	78.000
2026-01-12 21:19:55.024553	94.000
2026-01-12 21:19:55.086298	17.000
2026-01-12 21:19:55.148942	48.000
2026-01-12 21:19:55.211041	99.000
2026-01-12 21:19:55.315583	43.000
2026-01-12 21:19:55.339101	33.000
2026-01-12 21:19:55.401526	5.000
2026-01-12 21:19:55.464071	53.000
2026-01-12 21:19:55.526600	71.000
2026-01-12 21:19:55.589271	94.000
2026-01-12 21:19:55.641658	56.000
2026-01-12 21:19:55.703921	48.000
2026-01-12 21:19:55.777890	60.000
2026-01-12 21:19:55.838656	16.000
2026-01-12 21:19:55.901028	81.000
2026-01-12 21:19:55.957113	72.000
2026-01-12 21:19:56.026612	76.000
2026-01-12 21:19:56.087314	90.000
2026-01-12 21:19:56.149134	4.000
2026-01-12 21:19:56.209809	4.000
2026-01-12 21:19:56.272492	20.000
2026-01-12 21:19:56.334798	82.000
2026-01-12 21:19:56.396642	81.000
2026-01-12 21:19:56.458589	47.000
2026-01-12 21:19:56.520521	42.000
2026-01-12 21:19:56.583952	14.000
2026-01-12 21:19:56.644928	46.000
2026-01-12 21:19:56.707489	38.000
2026-01-12 21:19:56.782489	81.000
2026-01-12 21:19:56.850755	58.000
2026-01-12 21:19:56.911931	48.000
2026-01-12 21:19:56.974390	66.000
2026-01-12 21:19:57.036768	68.000
2026-01-12 21:19:57.097698	29.000
2026-01-12 21:19:57.158956	33.000
2026-01-12 21:19:57.220486	50.000
2026-01-12 21:19:57.282075	72.000
2026-01-12 21:19:57.353337	38.000
2026-01-12 21:19:57.415996	82.000
2026-01-12 21:19:57.478420	86.000
2026-01-12 21:19:57.540963	27.000
2026-01-12 21:19:57.604118	37.000
2026-01-12 21:19:57.666442	25.000
2026-01-12 21:19:57.729077	17.000
2026-01-12 21:19:57.783940	37.000
2026-01-12 21:19:57.854953	47.000
2026-01-12 21:19:57.907212	76.000
2026-01-12 21:19:57.979192	9.000
2026-01-12 21:19:58.042153	67.000
2026-01-12 21:19:58.104240	51.000
2026-01-12 21:19:58.165833	14.000
2026-01-12 21:19:58.227021	23.000
2026-01-12 21:19:58.316863	70.000
2026-01-12 21:19:58.349711	56.000
2026-01-12 21:19:58.412477	2.000
2026-01-12 21:19:58.475365	53.000
2026-01-12 21:19:58.538089	74.000
2026-01-12 21:19:58.597273	20.000
2026-01-12 21:19:58.663872	12.000
2026-01-12 21:19:58.726010	54.000
2026-01-12 21:19:58.793428	47.000
2026-01-12 21:19:58.845552	44.000
2026-01-12 21:19:58.908190	71.000
2026-01-12 21:19:58.970552	18.000
2026-01-12 21:19:59.032556	27.000
2026-01-12 21:19:59.095939	48.000
2026-01-12 21:19:59.158153	68.000
2026-01-12 21:19:59.229698	6.000
2026-01-12 21:19:59.292912	92.000
2026-01-12 21:19:59.353895	88.000
2026-01-12 21:19:59.416479	55.000
2026-01-12 21:19:59.479066	9.000
2026-01-12 21:19:59.541803	57.000
2026-01-12 21:19:59.604732	33.000
2026-01-12 21:19:59.667471	58.000
2026-01-12 21:19:59.730583	67.000
2026-01-12 21:19:59.786955	37.000
2026-01-12 21:19:59.848300	51.000
2026-01-12 21:19:59.914483	80.000
2026-01-12 21:19:59.976772	48.000
2026-01-12 21:20:00.038256	6.000
2026-01-12 21:20:00.100672	10.000
2026-01-12 21:20:00.162353	76.000
2026-01-12 21:20:00.223824	89.000
2026-01-12 21:20:00.290217	5.000
2026-01-12 21:20:00.348455	8.000
2026-01-12 21:20:00.411635	33.000
2026-01-12 21:20:00.473092	41.000
2026-01-12 21:20:00.536012	10.000
2026-01-12 21:20:00.608161	15.000
2026-01-12 21:20:00.670492	60.000
2026-01-12 21:20:00.732741	89.000
2026-01-12 21:20:00.794228	92.000
2026-01-12 21:20:00.848369	53.000
2026-01-12 21:20:00.910644	26.000
2026-01-12 21:20:00.972184	51.000
2026-01-12 21:20:01.034705	26.000
2026-01-12 21:20:01.097806	92.000
2026-01-12 21:20:01.161735	81.000
2026-01-12 21:20:01.224279	50.000
2026-01-12 21:20:01.331152	18.000
2026-01-12 21:20:01.347858	9.000
2026-01-12 21:20:01.410153	7.000
2026-01-12 21:20:01.471394	29.000
2026-01-12 21:20:01.534092	6.000
2026-01-12 21:20:01.596330	98.000
2026-01-12 21:20:01.658008	80.000
2026-01-12 21:20:01.722988	45.000
2026-01-12 21:20:01.791508	25.000
2026-01-12 21:20:01.847421	6.000
2026-01-12 21:20:01.909081	85.000
2026-01-12 21:20:01.972437	62.000
2026-01-12 21:20:02.034551	7.000
2026-01-12 21:20:02.107295	23.000
2026-01-12 21:20:02.159118	89.000
2026-01-12 21:20:02.222230	30.000
2026-01-12 21:20:02.284806	58.000
2026-01-12 21:20:02.354293	80.000
2026-01-12 21:20:02.415985	56.000
2026-01-12 21:20:02.478128	23.000
2026-01-12 21:20:02.540117	13.000
2026-01-12 21:20:02.601406	19.000
2026-01-12 21:20:02.663149	79.000
2026-01-12 21:20:02.724505	95.000
2026-01-12 21:20:02.782297	35.000
2026-01-12 21:20:02.847653	27.000
2026-01-12 21:20:02.910311	74.000
2026-01-12 21:20:02.972914	80.000
2026-01-12 21:20:03.035101	45.000
2026-01-12 21:20:03.096887	83.000
2026-01-12 21:20:03.158125	48.000
2026-01-12 21:20:03.220000	25.000
2026-01-12 21:20:03.283805	67.000
2026-01-12 21:20:03.345880	48.000
2026-01-12 21:20:03.408025	58.000
2026-01-12 21:20:03.469609	23.000
2026-01-12 21:20:03.540772	58.000
2026-01-12 21:20:03.597787	19.000
2026-01-12 21:20:03.662208	37.000
2026-01-12 21:20:03.724200	97.000
2026-01-12 21:20:03.797754	76.000
2026-01-12 21:20:03.860829	23.000
2026-01-12 21:20:03.932689	72.000
2026-01-12 21:20:03.994591	52.000
2026-01-12 21:20:04.055737	5.000
2026-01-12 21:20:04.117513	37.000
2026-01-12 21:20:04.177909	82.000
2026-01-12 21:20:04.240164	40.000
2026-01-12 21:20:04.301482	16.000
2026-01-12 21:20:04.363139	85.000
2026-01-12 21:20:04.425873	69.000
2026-01-12 21:20:04.488073	71.000
2026-01-12 21:20:04.547848	91.000
2026-01-12 21:20:04.611925	38.000
2026-01-12 21:20:04.731646	32.000
