Czas	Masa[g]
2026-01-12 21:13:38.517499	41.000
2026-01-12 21:13:38.577969	72.000
2026-01-12 21:13:38.639991	97.000
2026-01-12 21:13:38.710821	48.000
2026-01-12 21:13:38.772589	34.000
2026-01-12 21:13:38.838206	17.000
2026-01-12 21:13:38.894668	31.000
2026-01-12 21:13:38.955742	33.000
2026-01-12 21:13:39.017606	58.000
2026-01-12 21:13:39.080538	62.000
2026-01-12 21:13:39.142432	83.000
2026-01-12 21:13:39.204154	21.000
2026-01-12 21:13:39.265286	42.000
2026-01-12 21:13:39.339577	2.000
2026-01-12 21:13:39.398952	57.000
2026-01-12 21:13:39.451510	92.000
2026-01-12 21:13:39.524230	69.000
2026-01-12 21:13:39.586819	16.000
2026-01-12 21:13:39.649404	25.000
2026-01-12 21:13:39.711597	41.000
2026-01-12 21:13:39.858902	60.000
2026-01-12 21:13:39.892059	30.000
2026-01-12 21:13:39.954376	53.000
2026-01-12 21:13:40.015230	9.000
2026-01-12 21:13:40.077508	29.000
2026-01-12 21:13:40.145661	81.000
2026-01-12 21:13:40.206828	73.000
2026-01-12 21:13:40.269029	35.000
2026-01-12 21:13:40.330987	44.000
2026-01-12 21:13:40.389426	78.000
2026-01-12 21:13:40.453333	93.000
2026-01-12 21:13:40.515364	52.000
2026-01-12 21:13:40.577224	58.000
2026-01-12 21:13:40.639281	17.000
2026-01-12 21:13:40.710808	16.000
2026-01-12 21:13:40.765044	50.000
2026-01-12 21:13:40.839313	23.000
2026-01-12 21:13:40.894775	1.000
2026-01-12 21:13:40.958493	15.000
2026-01-12 21:13:41.020372	54.000
2026-01-12 21:13:41.082574	81.000
2026-01-12 21:13:41.143280	83.000
2026-01-12 21:13:41.211103	79.000
2026-01-12 21:13:41.272751	3.000
2026-01-12 21:13:41.334583	90.000
2026-01-12 21:13:41.397183	33.000
2026-01-12 21:13:41.453075	4.000
2026-01-12 21:13:41.522348	33.000
2026-01-12 21:13:41.584967	29.000
2026-01-12 21:13:41.647176	22.000
2026-01-12 21:13:41.709491	84.000
2026-01-12 21:13:41.771661	62.000
2026-01-12 21:13:41.838291	53.000
2026-01-12 21:13:41.894990	77.000
2026-01-12 21:13:41.956213	86.000
2026-01-12 21:13:42.015253	21.000
2026-01-12 21:13:42.077299	72.000
2026-01-12 21:13:42.148578	64.000
2026-01-12 21:13:42.205289	59.000
2026-01-12 21:13:42.266635	51.000
2026-01-12 21:13:42.328600	50.000
2026-01-12 21:13:42.390858	5.000
2026-01-12 21:13:42.451593	32.000
2026-01-12 21:13:42.517383	4.000
2026-01-12 21:13:42.585847	38.000
2026-01-12 21:13:42.647134	8.000
2026-01-12 21:13:42.708441	24.000
2026-01-12 21:13:42.888475	3.000
2026-01-12 21:13:42.898230	17.000
2026-01-12 21:13:42.954091	64.000
2026-01-12 21:13:43.022463	51.000
2026-01-12 21:13:43.076282	59.000
2026-01-12 21:13:43.147862	71.000
2026-01-12 21:13:43.207896	49.000
2026-01-12 21:13:43.270011	78.000
2026-01-12 21:13:43.331508	19.000
2026-01-12 21:13:43.393499	19.000
2026-01-12 21:13:43.455143	63.000
2026-01-12 21:13:43.517159	1.000
2026-01-12 21:13:43.580175	83.000
2026-01-12 21:13:43.639498	88.000
2026-01-12 21:13:43.711129	88.000
2026-01-12 21:13:43.773513	7.000
2026-01-12 21:13:43.841366	83.000
2026-01-12 21:13:43.897260	39.000
2026-01-12 21:13:43.959410	59.000
2026-01-12 21:13:44.020395	53.000
2026-01-12 21:13:44.080885	19.000
2026-01-12 21:13:44.142675	27.000
2026-01-12 21:13:44.203657	42.000
2026-01-12 21:13:44.264664	26.000
2026-01-12 21:13:44.326625	88.000
2026-01-12 21:13:44.397816	24.000
2026-01-12 21:13:44.459471	22.000
2026-01-12 21:13:44.521181	93.000
2026-01-12 21:13:44.583091	70.000
2026-01-12 21:13:44.646990	99.000
2026-01-12 21:13:44.707106	28.000
2026-01-12 21:13:44.769007	31.000
2026-01-12 21:13:44.830321	62.000
2026-01-12 21:13:44.892053	21.000
2026-01-12 21:13:44.953707	51.000
2026-01-12 21:13:45.015333	94.000
2026-01-12 21:13:45.087579	95.000
2026-01-12 21:13:45.144845	81.000
2026-01-12 21:13:45.207661	81.000
2026-01-12 21:13:45.269467	68.000
2026-01-12 21:13:45.331457	72.000
2026-01-12 21:13:45.393481	64.000
2026-01-12 21:13:45.455449	56.000
2026-01-12 21:13:45.516242	83.000
2026-01-12 21:13:45.577426	90.000
2026-01-12 21:13:45.639525	12.000
2026-01-12 21:13:45.701408	52.000
2026-01-12 21:13:45.880315	28.000
2026-01-12 21:13:45.894979	2.000
2026-01-12 21:13:45.957319	69.000
2026-01-12 21:13:46.019718	88.000
2026-01-12 21:13:46.081797	97.000
2026-01-12 21:13:46.139474	9.000
2026-01-12 21:13:46.206342	83.000
2026-01-12 21:13:46.271812	98.000
2026-01-12 21:13:46.333438	36.000
2026-01-12 21:13:46.395000	57.000
2026-01-12 21:13:46.456246	7.000
2026-01-12 21:13:46.517475	91.000
2026-01-12 21:13:46.587869	65.000
2026-01-12 21:13:46.639490	98.000
2026-01-12 21:13:46.711011	67.000
2026-01-12 21:13:46.766341	94.000
2026-01-12 21:13:46.834217	13.000
2026-01-12 21:13:46.894736	4.000
2026-01-12 21:13:46.956620	26.000
2026-01-12 21:13:47.017249	95.000
2026-01-12 21:13:47.079338	61.000
2026-01-12 21:13:47.140851	16.000
2026-01-12 21:13:47.202849	95.000
2026-01-12 21:13:47.264446	66.000
2026-01-12 21:13:47.336476	98.000
2026-01-12 21:13:47.398146	75.000
2026-01-12 21:13:47.459482	66.000
2026-01-12 21:13:47.521550	46.000
2026-01-12 21:13:47.583798	8.000
2026-01-12 21:13:47.644952	28.000
2026-01-12 21:13:47.707637	94.000
2026-01-12 21:13:47.769373	86.000
2026-01-12 21:13:47.839276	28.000
2026-01-12 21:13:47.891694	5.000
2026-01-12 21:13:47.952893	90.000
2026-01-12 21:13:48.015054	73.000
2026-01-12 21:13:48.086345	24.000
2026-01-12 21:13:48.148397	87.000
2026-01-12 21:13:48.205607	63.000
2026-01-12 21:13:48.267635	63.000
2026-01-12 21:13:48.341856	44.000
2026-01-12 21:13:48.412670	10.000
2026-01-12 21:13:48.474176	87.000
2026-01-12 21:13:48.537173	89.000
2026-01-12 21:13:48.600078	93.000
2026-01-12 21:13:48.662067	93.000
2026-01-12 21:13:48.724002	39.000
2026-01-12 21:13:48.893949	65.000
2026-01-12 21:13:48.912626	35.000
2026-01-12 21:13:48.975410	57.000
2026-01-12 21:13:49.037551	60.000
2026-01-12 21:13:49.100091	91.000
2026-01-12 21:13:49.162216	46.000
2026-01-12 21:13:49.226396	28.000
2026-01-12 21:13:49.288159	42.000
2026-01-12 21:13:49.345368	91.000
2026-01-12 21:13:49.405377	79.000
2026-01-12 21:13:49.473872	36.000
2026-01-12 21:13:49.535594	92.000
2026-01-12 21:13:49.597369	14.000
2026-01-12 21:13:49.658173	62.000
2026-01-12 21:13:49.723985	57.000
2026-01-12 21:13:49.782637	50.000
2026-01-12 21:13:49.851133	43.000
2026-01-12 21:13:49.910009	74.000
2026-01-12 21:13:49.974175	44.000
2026-01-12 21:13:50.035783	55.000
2026-01-12 21:13:50.098422	23.000
2026-01-12 21:13:50.155004	16.000
2026-01-12 21:13:50.217338	97.000
2026-01-12 21:13:50.284495	83.000
2026-01-12 21:13:50.343140	6.000
2026-01-12 21:13:50.405335	51.000
2026-01-12 21:13:50.467988	86.000
2026-01-12 21:13:50.529936	58.000
2026-01-12 21:13:50.593649	8.000
2026-01-12 21:13:50.654668	49.000
2026-01-12 21:13:50.717231	87.000
2026-01-12 21:13:50.785941	63.000
2026-01-12 21:13:50.848163	49.000
2026-01-12 21:13:50.910289	25.000
2026-01-12 21:13:50.970876	16.000
2026-01-12 21:13:51.033446	97.000
2026-01-12 21:13:51.093859	35.000
2026-01-12 21:13:51.154836	1.000
2026-01-12 21:13:51.229381	70.000
2026-01-12 21:13:51.287486	75.000
2026-01-12 21:13:51.347340	67.000
2026-01-12 21:13:51.404509	58.000
2026-01-12 21:13:51.476079	11.000
2026-01-12 21:13:51.542914	63.000
2026-01-12 21:13:51.595080	57.000
2026-01-12 21:13:51.655971	68.000
2026-01-12 21:13:51.727208	93.000
2026-01-12 21:13:51.885415	69.000
2026-01-12 21:13:51.909422	74.000
2026-01-12 21:13:51.980049	7.000
2026-01-12 21:13:52.038806	62.000
2026-01-12 21:13:52.106882	70.000
2026-01-12 21:13:52.164039	6.000
2026-01-12 21:13:52.221021	69.000
2026-01-12 21:13:52.282003	92.000
2026-01-12 21:13:52.344569	63.000
2026-01-12 21:13:52.408409	76.000
2026-01-12 21:13:52.467809	86.000
2026-01-12 21:13:52.530652	61.000
2026-01-12 21:13:52.592805	39.000
2026-01-12 21:13:52.655768	62.000
2026-01-12 21:13:52.726989	68.000
2026-01-12 21:13:52.779817	78.000
2026-01-12 21:13:52.851907	45.000
2026-01-12 21:13:52.911431	89.000
2026-01-12 21:13:52.967914	60.000
2026-01-12 21:13:53.030914	51.000
2026-01-12 21:13:53.092267	11.000
2026-01-12 21:13:53.164473	96.000
2026-01-12 21:13:53.226322	54.000
2026-01-12 21:13:53.288626	11.000
2026-01-12 21:13:53.350746	6.000
2026-01-12 21:13:53.413845	79.000
2026-01-12 21:13:53.475905	89.000
2026-01-12 21:13:53.538519	19.000
2026-01-12 21:13:53.600299	87.000
2026-01-12 21:13:53.663531	41.000
2026-01-12 21:13:53.727148	28.000
2026-01-12 21:13:53.788907	69.000
2026-01-12 21:13:53.850636	59.000
2026-01-12 21:13:53.913438	5.000
2026-01-12 21:13:53.972892	13.000
2026-01-12 21:13:54.038914	63.000
2026-01-12 21:13:54.101079	99.000
2026-01-12 21:13:54.162469	61.000
2026-01-12 21:13:54.225216	24.000
2026-01-12 21:13:54.282033	39.000
2026-01-12 21:13:54.343606	12.000
2026-01-12 21:13:54.405607	45.000
2026-01-12 21:13:54.468081	27.000
2026-01-12 21:13:54.533304	72.000
2026-01-12 21:13:54.594229	38.000
2026-01-12 21:13:54.655485	29.000
2026-01-12 21:13:54.718157	66.000
2026-01-12 21:13:54.845814	92.000
2026-01-12 21:13:54.904643	66.000
2026-01-12 21:13:54.967323	54.000
2026-01-12 21:13:55.033926	84.000
2026-01-12 21:13:55.094320	20.000
2026-01-12 21:13:55.155239	11.000
2026-01-12 21:13:55.229436	20.000
2026-01-12 21:13:55.281089	59.000
2026-01-12 21:13:55.343333	53.000
2026-01-12 21:13:55.405460	94.000
2026-01-12 21:13:55.467725	87.000
2026-01-12 21:13:55.530068	40.000
2026-01-12 21:13:55.594913	96.000
2026-01-12 21:13:55.657074	95.000
2026-01-12 21:13:55.719619	41.000
2026-01-12 21:13:55.782313	1.000
2026-01-12 21:13:55.844326	62.000
2026-01-12 21:13:55.907197	43.000
2026-01-12 21:13:55.969139	3.000
2026-01-12 21:13:56.031529	50.000
2026-01-12 21:13:56.105852	58.000
2026-01-12 21:13:56.164230	23.000
2026-01-12 21:13:56.226295	48.000
2026-01-12 21:13:56.289577	80.000
2026-01-12 21:13:56.351656	93.000
2026-01-12 21:13:56.413135	35.000
2026-01-12 21:13:56.476037	46.000
2026-01-12 21:13:56.538408	19.000
2026-01-12 21:13:56.599713	92.000
2026-01-12 21:13:56.662811	34.000
2026-01-12 21:13:56.725372	9.000
2026-01-12 21:13:56.787891	36.000
2026-01-12 21:13:56.850217	10.000
2026-01-12 21:13:56.913361	55.000
2026-01-12 21:13:56.974064	84.000
2026-01-12 21:13:57.036072	43.000
2026-01-12 21:13:57.098220	36.000
2026-01-12 21:13:57.161595	78.000
2026-01-12 21:13:57.226973	24.000
2026-01-12 21:13:57.288163	38.000
2026-01-12 21:13:57.349286	6.000
2026-01-12 21:13:57.409279	25.000
2026-01-12 21:13:57.470118	19.000
2026-01-12 21:13:57.530266	25.000
2026-01-12 21:13:57.592981	37.000
2026-01-12 21:13:57.664226	7.000
2026-01-12 21:13:57.725617	77.000
2026-01-12 21:13:57.871010	70.000
2026-01-12 21:13:57.905246	56.000
2026-01-12 21:13:57.974044	24.000
2026-01-12 21:13:58.037265	21.000
2026-01-12 21:13:58.099124	27.000
2026-01-12 21:13:58.161743	23.000
2026-01-12 21:13:58.217710	3.000
2026-01-12 21:13:58.288310	55.000
2026-01-12 21:13:58.350740	24.000
2026-01-12 21:13:58.412943	96.000
2026-01-12 21:13:58.475291	1.000
2026-01-12 21:13:58.538230	78.000
2026-01-12 21:13:58.600233	54.000
2026-01-12 21:13:58.662263	72.000
2026-01-12 21:13:58.724380	86.000
2026-01-12 21:13:58.787268	38.000
2026-01-12 21:13:58.845402	60.000
2026-01-12 21:13:58.906304	88.000
2026-01-12 21:13:58.973297	93.000
2026-01-12 21:13:59.035554	38.000
2026-01-12 21:13:59.096837	88.000
2026-01-12 21:13:59.159168	64.000
2026-01-12 21:13:59.221268	86.000
2026-01-12 21:13:59.279767	84.000
2026-01-12 21:13:59.345254	96.000
2026-01-12 21:13:59.406794	21.000
2026-01-12 21:13:59.468137	87.000
2026-01-12 21:13:59.530409	20.000
2026-01-12 21:13:59.593235	77.000
2026-01-12 21:13:59.655376	51.000
2026-01-12 21:13:59.718283	90.000
2026-01-12 21:13:59.781530	18.000
2026-01-12 21:13:59.843040	44.000
2026-01-12 21:13:59.911364	66.000
2026-01-12 21:13:59.967239	34.000
2026-01-12 21:14:00.039500	98.000
2026-01-12 21:14:00.100728	34.000
2026-01-12 21:14:00.162362	10.000
2026-01-12 21:14:00.224399	49.000
2026-01-12 21:14:00.289611	40.000
